Date,Open,High,Low,Close,Volume
3/1/2019 10:00,3985.9,3987,3979.9,3980.92,1261114.61
3/1/2019 11:00,3980.92,3984,3965,3977.6,1501026.35
3/1/2019 12:00,3977.6,4000.9,3970,3996.2,1007345.52
3/1/2019 13:00,3996.2,3999,3980,3988.9,1152124.98
3/1/2019 14:00,3988.9,3989.9,3969.72,3973.02,1318475.12
3/1/2019 15:00,3973.02,3992.6,3956.2,3983.6,2776216.61
3/1/2019 16:00,3983.6,3983.6,3875.1,3913.9,5976821.3
3/1/2019 17:00,3913.9,3933.2,3909.6,3920.2,2231936.29
3/1/2019 18:00,3920.2,3923.5,3901,3923.5,1483739.48
3/1/2019 19:00,3923.5,3928.9,3905,3917.4,1241086.98
3/1/2019 20:00,3917.4,3944.3,3916.4,3941.4,722943.82
3/1/2019 21:00,3941.4,3944.9,3930.44,3932.4,484989.06
3/1/2019 22:00,3932.4,3937.68,3919.1,3932.6,1098973.75
3/1/2019 23:00,3932.6,3936,3915.3,3924.3,1964952.98
4/1/2019 0:00,3924.3,3924.3,3890,3910.01,1676763.82
4/1/2019 1:00,3910.01,3926,3910.01,3922.1,799738.29
4/1/2019 2:00,3922.1,3922.1,3913.7,3918.92,553459.64
4/1/2019 3:00,3918.92,3956.1,3918.9,3937,2147308.98
4/1/2019 4:00,3937,3955,3926.24,3929.8,1136419.11
4/1/2019 5:00,3929.8,3951.1,3928.1,3939.9,890858.3
4/1/2019 6:00,3939.9,3956.4,3932.6,3943.9,1449826
4/1/2019 7:00,3943.9,3975,3940.8,3947.4,4040291.49
4/1/2019 8:00,3947.4,3964.62,3938.1,3938.3,1876085.65
4/1/2019 9:00,3938.3,3943,3925,3927.9,864569.62
4/1/2019 10:00,3927.9,3940,3924,3936.5,728963.65
4/1/2019 11:00,3936.5,3939.3,3913.7,3913.7,1650295.08
4/1/2019 12:00,3913.7,3932.1,3902.5,3916.11,2575555.42
4/1/2019 13:00,3916.11,3919,3901,3904.5,5034218.23
4/1/2019 14:00,3904.5,3911.6,3850.1,3873.5,5219394.8
4/1/2019 15:00,3873.5,3884,3861.1,3881.2,1987831.24
4/1/2019 16:00,3881.2,3900,3875.7,3895.1,2503678.07
4/1/2019 17:00,3895.1,3916.64,3885.9,3896.1,3449206.07
4/1/2019 18:00,3896.1,3896.1,3880.3,3880.4,643610.63
4/1/2019 19:00,3880.4,3889.9,3878.8,3882.2,3232846.49
4/1/2019 20:00,3882.2,3932,3879.2,3915.8,2268605.55
4/1/2019 21:00,3915.8,3986,3912.4,3966.8,5224195.58
4/1/2019 22:00,3966.8,3984.3,3942.3,3960.64,1443415.19
4/1/2019 23:00,3960.64,3970.4,3954.7,3954.9,439541.53
5/1/2019 0:00,3954.9,4010.4,3954.8,3989.7,4999847.85
5/1/2019 1:00,3989.7,3999,3966.5,3981.01,1322745.5
5/1/2019 2:00,3981.01,3997,3979.2,3987.6,1248131.35
5/1/2019 3:00,3987.6,3999,3980,3997.5,3403240.05
5/1/2019 4:00,3997.5,3999.9,3990.1,3992.6,1715675.34
5/1/2019 5:00,3992.6,4014.9,3992.6,4011.4,2118887.87
5/1/2019 6:00,4011.4,4014.9,3970.7,3979.3,2984634.44
5/1/2019 7:00,3979.3,3981.61,3956,3958.93,900543.7
5/1/2019 8:00,3958.93,3971.3,3958.5,3963,805565.02
5/1/2019 9:00,3963,3967.4,3958.43,3964.9,887484.74
5/1/2019 10:00,3964.9,3964.97,3948.5,3959.4,2470788.5
5/1/2019 11:00,3959.4,3981.4,3959.4,3970.5,985335.6
5/1/2019 12:00,3970.5,3981.3,3970.5,3974.7,657339.06
5/1/2019 13:00,3974.7,3975,3950.1,3960.1,3272246.24
5/1/2019 14:00,3960.1,3965,3951,3958.9,641790.94
5/1/2019 15:00,3958.9,3979,3950.7,3950.9,7111983.52
5/1/2019 16:00,3950.9,3975.3,3933.2,3958.8,5318778.68
5/1/2019 17:00,3958.8,3970.8,3954.2,3958.9,1242939.47
5/1/2019 18:00,3958.9,3973,3956,3971,773751.05
5/1/2019 19:00,3971,3979.1,3959.6,3969.3,3525693.87
5/1/2019 20:00,3969.3,3970,3955.4,3961.1,2172195.96
5/1/2019 21:00,3961.1,3969.4,3942.4,3963.4,1415576.85
5/1/2019 22:00,3963.4,3963.5,3901,3929.5,6623221.03
5/1/2019 23:00,3929.5,3929.5,3909.8,3911.9,2386179.7
6/1/2019 0:00,3911.9,3938.4,3904.3,3931.1,3395511.26
6/1/2019 1:00,3931.1,3934.2,3918.4,3918.4,1257064.71
6/1/2019 2:00,3918.4,3919.1,3890.5,3912.5,1743761.44
6/1/2019 3:00,3912.5,3924.9,3912.4,3919,608042.97
6/1/2019 4:00,3919,3919,3913.4,3917,332339.5
6/1/2019 5:00,3917,3923.5,3907.9,3916.9,733926.19
6/1/2019 6:00,3916.9,3918,3906.97,3907.2,1077708.86
6/1/2019 7:00,3907.2,3909.5,3887.5,3896,2957546.73
6/1/2019 8:00,3896,3907,3893,3904.7,1163771.67
6/1/2019 9:00,3904.7,3915,3900.1,3901.7,3802825.12
6/1/2019 10:00,3901.7,3942.4,3898.9,3925.8,3246553.61
6/1/2019 11:00,3925.8,3950,3925.8,3943.4,3363331.63
6/1/2019 12:00,3943.4,3950,3922.3,3926,2214722.51
6/1/2019 13:00,3926,3939,3920.6,3933,820610.7
6/1/2019 14:00,3933,3936.7,3920,3934.8,1967846.77
6/1/2019 15:00,3934.8,3965.5,3934.7,3947.7,6431178.89
6/1/2019 16:00,3947.7,3957.9,3937.4,3957.8,1262069.49
6/1/2019 17:00,3957.8,4218,3957.8,4190.2,36499610.74
6/1/2019 18:00,4190.2,4210,4155,4168.5,6375949.79
6/1/2019 19:00,4168.5,4185,4167.5,4178.7,9105863.81
6/1/2019 20:00,4178.7,4190.3,4156,4157,4676112.54
6/1/2019 21:00,4157,4165.8,4143.6,4154,2585902.84
6/1/2019 22:00,4154,4170,4153,4153.9,2080183.02
6/1/2019 23:00,4153.9,4197.8,4153.9,4168.4,4707318.65
7/1/2019 0:00,4168.4,4197,4168.4,4179.6,1897911.87
7/1/2019 1:00,4179.6,4179.7,4146.1,4154.4,3110028.4
7/1/2019 2:00,4154.4,4154.5,4134.49,4148.5,2221890.88
7/1/2019 3:00,4148.5,4156.7,4147.1,4152,678707.99
7/1/2019 4:00,4152,4153.4,4145.7,4145.7,938211.66
7/1/2019 5:00,4145.7,4154,4133.6,4153.9,1220787.15
7/1/2019 6:00,4153.9,4160.9,4138,4150.2,3567817.11
7/1/2019 7:00,4150.2,4155.9,4140.4,4155.4,1092772.57
7/1/2019 8:00,4155.4,4182.3,4147.2,4170.3,4503401.1
7/1/2019 9:00,4106.7,4106.7,4101.3,4101.3,4461.26
7/1/2019 10:00,4101.3,4107.7,4101.3,4106.7,22771.11
7/1/2019 11:00,4106.7,4106.7,4106.7,4106.7,0
7/1/2019 12:00,4106.7,4106.7,4106.7,4106.7,0
7/1/2019 13:00,4106.7,4107.7,4106.7,4106.7,2505.1
7/1/2019 14:00,4106.7,4111,4106.7,4111,702.87
7/1/2019 15:00,4111,4111,4106.7,4106.7,1249.25
7/1/2019 16:00,4106.7,4106.7,4106.7,4106.7,0
7/1/2019 17:00,4106.7,4140,4075,4135.2,663181.69
7/1/2019 18:00,4135.2,4164.5,4135,4136.7,4162074.39
7/1/2019 19:00,4136.7,4145.5,4126.2,4143.3,1256243.02
7/1/2019 20:00,4143.3,4143.7,4105.93,4109.9,3061079.71
7/1/2019 21:00,4109.9,4126.2,4107.55,4116.72,1622300.46
7/1/2019 22:00,4116.72,4121.7,4091.2,4104.9,2976444.09
7/1/2019 23:00,4104.9,4120,4099,4113.9,1601164.65
8/1/2019 0:00,4113.9,4133.7,4110,4129.2,1746686.99
8/1/2019 1:00,4129.2,4129.4,4109,4111,619813.38
8/1/2019 2:00,4111,4113.5,4056,4090.4,4777001.08
8/1/2019 3:00,4090.4,4094.58,4086.51,4090,1119236.09
8/1/2019 4:00,4090,4093.9,4081.7,4091.4,649327.62
8/1/2019 5:00,4091.4,4107.3,4091,4094.9,2504257.43
8/1/2019 6:00,4094.9,4100,4086.3,4099.9,971153.6
8/1/2019 7:00,4099.9,4113.5,4089.8,4098,2647780.89
8/1/2019 8:00,4098,4112,4087.8,4100,5746776.94
8/1/2019 9:00,4100,4115,4094.4,4100.78,7098775.81
8/1/2019 10:00,4100.78,4113,4097.8,4110.37,2464211.59
8/1/2019 11:00,4110.37,4149.9,4098.6,4143.4,4090088.89
8/1/2019 12:00,4143.4,4147,4121.9,4130.5,5277068.59
8/1/2019 13:00,4130.5,4174,4130.5,4168.8,5160091.41
8/1/2019 14:00,4168.8,4172.6,4155.7,4159,1261749.2
8/1/2019 15:00,4159,4215.8,4125.3,4153.1,10365770.98
8/1/2019 16:00,4153.1,4161.9,4108,4131.5,5484753.93
8/1/2019 17:00,4131.5,4147.1,4124.06,4124.2,2529189.08
8/1/2019 18:00,4124.2,4133,4120,4130.9,694537.71
8/1/2019 19:00,4130.9,4141.98,4122.7,4137.3,876261.37
8/1/2019 20:00,4137.3,4145.42,4107,4108.28,5574700.56
8/1/2019 21:00,4108.28,4126.4,4100.1,4104.9,2249898.96
8/1/2019 22:00,4104.9,4116.9,4094.9,4116.4,1709560.85
8/1/2019 23:00,4116.4,4125.6,4091.4,4100,2139807.76
9/1/2019 0:00,4100,4115.8,4072.7,4098.9,2436202.69
9/1/2019 1:00,4098.9,4161.4,4083.3,4152.53,5222806.44
9/1/2019 2:00,4152.53,4161.5,4131.3,4135.5,2093494.42
9/1/2019 3:00,4135.5,4144,4130.8,4138.9,509837.97
9/1/2019 4:00,4138.9,4155.8,4138.9,4151.7,539061.49
9/1/2019 5:00,4151.7,4151.7,4136.4,4139.1,519750.85
9/1/2019 6:00,4139.1,4140,4132.5,4138.2,354895.04
9/1/2019 7:00,4138.2,4161.2,4134.4,4135.42,4195520.9
9/1/2019 8:00,4135.42,4155.82,4121,4141.2,4674928.7
9/1/2019 9:00,4141.2,4159,4136,4136.2,1005358.13
9/1/2019 10:00,4136.2,4147,4133.1,4138,628210.8
9/1/2019 11:00,4138,4168.9,4134.96,4135,3588921.77
9/1/2019 12:00,4135,4135,4093.9,4117.6,10267414.8
9/1/2019 13:00,4117.6,4117.6,4083.1,4106.5,5420858.17
9/1/2019 14:00,4106.5,4106.5,4010,4055.06,14718255.82
9/1/2019 15:00,4055.06,4080.6,4035.9,4071.31,6343596.58
9/1/2019 16:00,4071.31,4091.13,4059.6,4074.2,6790092.11
9/1/2019 17:00,4074.2,4086.1,4063.58,4085,1031086.76
9/1/2019 18:00,4085,4093.9,4075.6,4086.4,2368144.28
9/1/2019 19:00,4086.4,4092.1,4075.3,4087.7,975501.14
9/1/2019 20:00,4087.7,4095.4,4070.8,4081,4412790.98
9/1/2019 21:00,4081,4098,4071.9,4080.01,1536563.81
9/1/2019 22:00,4080.01,4097.8,4076.1,4079.5,3753865.65
9/1/2019 23:00,4079.5,4086.5,4070.9,4083.3,1414846.95
10/1/2019 0:00,4083.3,4116,4083.1,4116,1939655.33
10/1/2019 1:00,4116,4119.8,4109.7,4110,2337776.95
10/1/2019 2:00,4110,4111.6,4097.2,4109,2287808.69
10/1/2019 3:00,4109,4115,4105,4110,1765650.51
10/1/2019 4:00,4110,4124,4109.9,4124,879018.25
10/1/2019 5:00,4124,4143.3,4123.9,4130.4,2586516.93
10/1/2019 6:00,4130.4,4131.9,3860.5,3925.9,40426788.78
10/1/2019 7:00,3925.9,3925.9,3842,3896,10897197.83
10/1/2019 8:00,3896,3907.1,3881.4,3884,6562927.08
10/1/2019 9:00,3884,3893.3,3852,3865.5,8432872.51
10/1/2019 10:00,3865.5,3889.89,3863,3871.5,2017397.91
10/1/2019 11:00,3871.5,3882.1,3860.2,3880.6,1811969.01
10/1/2019 12:00,3880.6,3900.4,3870,3874.1,4123725.68
10/1/2019 13:00,3874.1,3874.8,3852.2,3869.6,2139092.73
10/1/2019 14:00,3869.6,3870,3857.6,3869.9,1181134.61
10/1/2019 15:00,3869.9,3885.9,3867,3872.7,2031705.57
10/1/2019 16:00,3872.7,3872.7,3687.2,3721.4,27955854.34
10/1/2019 17:00,3721.4,3725,3701.55,3714.7,4435857.96
10/1/2019 18:00,3714.7,3724.3,3701.5,3707.9,2236150.42
10/1/2019 19:00,3707.9,3735,3687.2,3730.23,5569693.88
10/1/2019 20:00,3730.23,3735,3717,3717.07,1741505.03
10/1/2019 21:00,3717.07,3726.23,3708.2,3719.8,981120.8
10/1/2019 22:00,3719.8,3721.9,3709.12,3712.9,649952.78
10/1/2019 23:00,3712.9,3721.69,3711.8,3712.8,1122234.98
11/1/2019 0:00,3712.8,3732,3698,3729.8,3820101.57
11/1/2019 1:00,3729.8,3732,3722,3722.6,1479426.76
11/1/2019 2:00,3722.6,3728,3707.55,3709.8,1051922.45
11/1/2019 3:00,3709.8,3724.3,3708.42,3716.2,1629457.68
11/1/2019 4:00,3716.2,3716.3,3691,3698.6,1724989.43
11/1/2019 5:00,3698.6,3715.2,3698.6,3711.51,882440.24
11/1/2019 6:00,3711.51,3729.9,3711,3728,2639020.37
11/1/2019 7:00,3728,3735.3,3721.99,3735,1373149.75
11/1/2019 8:00,3735,3777.8,3735,3748.8,4335703.51
11/1/2019 9:00,3748.8,3754,3729.4,3730.3,1638614.51
11/1/2019 10:00,3730.3,3735,3711.1,3726.3,1977746.73
11/1/2019 11:00,3726.3,3733.8,3722.1,3732.3,1194658.29
11/1/2019 12:00,3732.3,3732.4,3712,3729.1,1251514.63
11/1/2019 13:00,3729.1,3731,3710,3710,2096380.98
11/1/2019 14:00,3710,3755.7,3703.8,3729.08,3127358.59
11/1/2019 15:00,3729.08,3742.6,3724,3724,1031747.02
11/1/2019 16:00,3724,3742.6,3721.3,3730.9,1003458.51
11/1/2019 17:00,3730.9,3741.1,3726.4,3731.7,695589.25
11/1/2019 18:00,3731.7,3739.1,3717.6,3729,910671.54
11/1/2019 19:00,3729,3738,3727.6,3734.9,425951.69
11/1/2019 20:00,3734.9,3745.87,3726.9,3735.6,906479.34
11/1/2019 21:00,3735.6,3764.5,3714.3,3723.9,2658419.21
11/1/2019 22:00,3723.9,3723.9,3689.3,3692.9,1639580.55
11/1/2019 23:00,3692.9,3737.7,3666.6,3714.8,9431883.06
12/1/2019 0:00,3714.8,3730,3705.7,3717.4,2465612.71
12/1/2019 1:00,3717.4,3718,3692.27,3708.2,1632306.68
12/1/2019 2:00,3708.2,3714.2,3704,3713.84,852462.5
12/1/2019 3:00,3713.84,3722.78,3711.3,3718.3,722501.98
12/1/2019 4:00,3718.3,3718.31,3707.9,3711.3,654058.51
12/1/2019 5:00,3711.3,3716.59,3710.6,3713,464680.54
12/1/2019 6:00,3713,3716.01,3690.1,3694.9,3114380.44
12/1/2019 7:00,3694.9,3702.9,3694.9,3700,620973.4
12/1/2019 8:00,3700,3710.1,3689.9,3693.8,2416772.75
12/1/2019 9:00,3693.8,3697,3683,3696.53,2008065.4
12/1/2019 10:00,3696.53,3700,3685.1,3693.2,3024188.06
12/1/2019 11:00,3693.2,3698.7,3687,3688.5,825357.96
12/1/2019 12:00,3688.5,3725,3666.6,3708.5,7277924.42
12/1/2019 13:00,3708.5,3710,3691.2,3705.8,1083161.72
12/1/2019 14:00,3705.8,3715,3705.8,3712,316883.41
12/1/2019 15:00,3712,3712.19,3703.2,3707.95,349833.66
12/1/2019 16:00,3707.95,3722.5,3707.41,3710.2,1248587.79
12/1/2019 17:00,3710.2,3722,3697.2,3714.9,949041.74
12/1/2019 18:00,3714.9,3722,3710.1,3713,307125.5
12/1/2019 19:00,3713,3717.6,3709.8,3714,286358.65
12/1/2019 20:00,3714,3721.29,3708.5,3715.5,228414.04
12/1/2019 21:00,3715.5,3727,3711.9,3712.3,879573.51
12/1/2019 22:00,3712.3,3734,3699.4,3702.3,2039280.22
12/1/2019 23:00,3702.3,3708.4,3684.7,3702,664767.24
13/1/2019 0:00,3702,3703.2,3684.9,3688.7,1114865.28
13/1/2019 1:00,3688.7,3692.4,3674.8,3681.4,1146384.39
13/1/2019 2:00,3681.4,3701.7,3681.2,3701.3,531989.93
13/1/2019 3:00,3701.3,3709,3701.3,3706.8,284535.3
13/1/2019 4:00,3706.8,3712.9,3705.9,3706.2,279946.07
13/1/2019 5:00,3706.2,3707,3699,3699.4,451752.12
13/1/2019 6:00,3699.4,3699.7,3684.36,3695.6,2065157.42
13/1/2019 7:00,3695.6,3697.8,3694.5,3696.6,94994.47
13/1/2019 8:00,3696.6,3701.1,3680.69,3685.7,1975872.39
13/1/2019 9:00,3685.7,3701.6,3685.6,3701.6,1553163.19
13/1/2019 10:00,3701.6,3707,3698,3699,642093.95
13/1/2019 11:00,3699,3700.1,3696.2,3700.1,150930.52
13/1/2019 12:00,3700.1,3729,3671,3706.1,2527467.79
13/1/2019 13:00,3706.1,3708.3,3702.37,3705.4,401693.73
13/1/2019 14:00,3705.4,3706.4,3685,3685.9,708254.83
13/1/2019 15:00,3685.9,3693.3,3682.87,3692.1,1249281.05
13/1/2019 16:00,3692.1,3692.1,3570,3582.1,18412717.07
13/1/2019 17:00,3582.1,3610,3570.6,3595.1,3268465.27
13/1/2019 18:00,3595.1,3599,3576.6,3580.6,888450.58
13/1/2019 19:00,3580.6,3591.4,3576,3583.1,1696860.33
13/1/2019 20:00,3583.1,3587,3575.8,3579.7,766023.89
13/1/2019 21:00,3579.7,3610,3571.8,3595.45,3046650.37
13/1/2019 22:00,3595.45,3597.8,3577.2,3582.9,788350.35
13/1/2019 23:00,3582.9,3593.6,3570.5,3591,1874796.31
14/1/2019 0:00,3591,3602.2,3580,3599.2,2567005.29
14/1/2019 1:00,3599.2,3605.3,3597.3,3600.4,747457.06
14/1/2019 2:00,3600.4,3615,3600.2,3607.9,1986478.91
14/1/2019 3:00,3607.9,3608.8,3607.9,3608.6,363734.49
14/1/2019 4:00,3608.6,3615,3608,3614.25,222014.85
14/1/2019 5:00,3614.25,3627,3613.5,3619.8,2097759.79
14/1/2019 6:00,3619.8,3632.2,3619.8,3627,542098.9
14/1/2019 7:00,3627,3637.81,3623,3623.9,1115473.39
14/1/2019 8:00,3623.9,3625.7,3615,3617.7,821441.76
14/1/2019 9:00,3617.7,3628.3,3612,3624.2,1453073.59
14/1/2019 10:00,3624.2,3667.98,3608.3,3619,4402837.7
14/1/2019 11:00,3619,3625.27,3606.6,3609.6,913972.23
14/1/2019 12:00,3609.6,3628.9,3609.3,3624.6,776630.98
14/1/2019 13:00,3624.6,3632.3,3620.5,3620.6,865448.81
14/1/2019 14:00,3620.6,3624.2,3614.1,3622.01,1052064.17
14/1/2019 15:00,3622.01,3783.76,3621.7,3764.1,16429461.82
14/1/2019 16:00,3764.1,3799.4,3740.54,3750.1,4768250.94
14/1/2019 17:00,3750.1,3760,3749.9,3757.8,1687271.26
14/1/2019 18:00,3757.8,3772.1,3752.8,3765.2,1237441.78
14/1/2019 19:00,3765.2,3780.2,3757.26,3769,1911236.5
14/1/2019 20:00,3769,3798.7,3751.2,3751.3,5223943.55
14/1/2019 21:00,3751.3,3754.1,3725,3751,1507030.66
14/1/2019 22:00,3751,3760,3740.3,3745.6,1597388.62
14/1/2019 23:00,3745.6,3761.4,3740.3,3749.3,815332.45
15/1/2019 0:00,3749.3,3763.4,3749.26,3762,939156.24
15/1/2019 1:00,3762,3780.87,3758,3759.6,2411851.39
15/1/2019 2:00,3759.6,3759.6,3753.1,3753.1,653827.89
15/1/2019 3:00,3753.1,3754.1,3750.6,3750.7,440717.57
15/1/2019 4:00,3750.7,3752.4,3747.5,3751,572706.32
15/1/2019 5:00,3751,3752.5,3740.3,3740.84,830304.38
15/1/2019 6:00,3740.84,3746.9,3736.6,3738.6,641742.97
15/1/2019 7:00,3738.6,3748.7,3738.6,3747.4,380536.14
15/1/2019 8:00,3747.4,3749,3738.3,3744.4,861377.71
15/1/2019 9:00,3744.4,3748.4,3701.38,3719.5,2236122.36
15/1/2019 10:00,3719.5,3738,3712.3,3736,1910698.95
15/1/2019 11:00,3736,3742.3,3728.65,3737.7,2359835.76
15/1/2019 12:00,3737.7,3743.8,3723.8,3730.17,1307278.53
15/1/2019 13:00,3730.17,3764.7,3730.1,3750,1724821.23
15/1/2019 14:00,3750,3750,3735.6,3747.14,770834.22
15/1/2019 15:00,3747.14,3759,3707,3723.4,5243676.09
15/1/2019 16:00,3723.4,3733.6,3712.3,3726,1025270.35
15/1/2019 17:00,3726,3729.2,3711.1,3725.6,2015060.6
15/1/2019 18:00,3725.6,3728.2,3695.7,3706.17,6721027.67
15/1/2019 19:00,3706.17,3712.5,3697.97,3711.2,1497520.54
15/1/2019 20:00,3711.2,3714,3623.1,3640.2,11133027.96
15/1/2019 21:00,3640.2,3655.6,3635,3644.4,1868400.54
15/1/2019 22:00,3644.4,3652.7,3637.5,3651.1,1012184.53
15/1/2019 23:00,3651.1,3657,3648.23,3654.3,1218718.13
16/1/2019 0:00,3654.3,3663,3642.36,3658.2,1010794.64
16/1/2019 1:00,3658.2,3665,3655.7,3664.9,483678.44
16/1/2019 2:00,3664.9,3665,3658,3664.7,440706.57
16/1/2019 3:00,3664.7,3672.9,3664.7,3670.3,1099760.14
16/1/2019 4:00,3670.3,3685.2,3670.1,3673,2206601.68
16/1/2019 5:00,3673,3681.6,3671.6,3677.3,753789.58
16/1/2019 6:00,3677.3,3682.35,3669.04,3671.1,635145.75
16/1/2019 7:00,3671.1,3673.2,3644.9,3651.4,5230239.86
16/1/2019 8:00,3651.4,3693.9,3647.4,3685.1,1696127.71
16/1/2019 9:00,3685.1,3702.1,3668.8,3677.78,3086109.51
16/1/2019 10:00,3677.78,3693.32,3677.7,3685,1216539.96
16/1/2019 11:00,3685,3693.8,3678.4,3693,1640279.47
16/1/2019 12:00,3693,3759.89,3690.1,3714.6,5757409.03
16/1/2019 13:00,3714.6,3720,3682.1,3698.1,1655356.88
16/1/2019 14:00,3698.1,3710.23,3697,3698.9,707875.96
16/1/2019 15:00,3698.9,3714,3682.39,3692.4,1760148.87
16/1/2019 16:00,3692.4,3692.4,3663.2,3682.3,2679690.16
16/1/2019 17:00,3682.3,3691.95,3682.21,3691.9,1113833.56
16/1/2019 18:00,3691.9,3708.67,3670,3682.8,2559349.61
16/1/2019 19:00,3682.8,3685,3658.9,3671.4,2131917.75
16/1/2019 20:00,3671.4,3671.4,3651,3657.92,1473082.82
16/1/2019 21:00,3657.9,3707.67,3657.9,3677.9,4158323.75
16/1/2019 22:00,3677.9,3677.9,3657.52,3663.81,4201393.7
16/1/2019 23:00,3663.81,3685.64,3662.2,3673.6,1222383.07
17/1/2019 0:00,3673.6,3682.3,3669.2,3673.7,676530.7
17/1/2019 1:00,3673.7,3683.6,3667,3679,741006.86
17/1/2019 2:00,3679,3680,3632.01,3634.55,2139063.35
17/1/2019 3:00,3634.55,3650.47,3630,3645.7,1149345.75
17/1/2019 4:00,3645.7,3656.2,3643.08,3648.1,435479.76
17/1/2019 5:00,3648.1,3653.4,3647.09,3648.8,323622.85
17/1/2019 6:00,3648.8,3660.9,3647.2,3652,640556.56
17/1/2019 7:00,3652,3658.2,3650.9,3655.5,583999.74
17/1/2019 8:00,3655.5,3660.7,3647.2,3660.7,2030975.6
17/1/2019 9:00,3660.7,3665.4,3650,3653.5,911522.17
17/1/2019 10:00,3653.5,3660,3606.2,3649.6,4273305.28
17/1/2019 11:00,3649.6,3656.3,3646,3654.8,428010.84
17/1/2019 12:00,3654.8,3654.9,3640,3644,667552.72
17/1/2019 13:00,3644,3648.3,3640,3640.8,901756.73
17/1/2019 14:00,3640.8,3657.4,3631.4,3651.8,1852535.24
